state_cd,route_cd,discontinued,DC_year,new_route_cd,replacement_route,replacement_year,original_route_cd,Flag,DC_reason
50,0032,NO,,,NO,,,,
50,0033,NO,,,NO,,,,
50,0034,NO,,,NO,,,,
50,0035,NO,,,NO,,,,
50,0036,NO,,,NO,,,,
50,0037,NO,,,NO,,,,
50,0038,NO,,,NO,,,,
50,0039,YES,2001,135,NO,,,,
50,0040,NO,,,NO,,,,
50,0041,NO,,,NO,,,,
50,0042,NO,,,NO,,,,
50,0043,NO,,,NO,,,,
50,0044,NO,,,NO,,,,
50,0045,NO,,,NO,,,,
50,0046,YES,1974,133,NO,,,,
50,0047,NO,,,NO,,,,
50,0048,NO,,,NO,,,,
50,0049,NO,,,NO,,,,
50,0050,NO,,,NO,,,,
50,0051,NO,,,NO,,,,
50,0052,YES,2021,144,NO,,,,"safety, suspicious activity on the road and known drug/illegal activity at the residences in that stretch of the route."
50,0053,NO,,,NO,,,,
50,0054,NO,,,NO,,,,
50,0055,NO,,,NO,,,,
50,0056,YES,1973,137,NO,,,,
50,0057,YES,1984,130,NO,,,,
50,0058,NO,,,NO,,,,
50,0059,NO,,,NO,,,,
50,0060,NO,,,NO,,,,
50,0061,YES,2013,138,NO,,,,
50,0062,NO,,,NO,,,,
50,0063,NO,,,NO,,,,
50,0064,NO,,,NO,,,,
50,0065,NO,,,NO,,,,
50,0066,NO,,,NO,,,,
50,0067,NO,,,NO,,,,
50,0068,NO,,,NO,,,,
50,0069,NO,,,NO,,,,
50,0070,NO,,,NO,,,,
50,0071,NO,,,NO,,,,
50,0072,NO,,,NO,,,,
50,0073,NO,,,NO,,,,
50,0074,NO,,,NO,,,,
50,0075,NO,,,NO,,,,
50,0076,NO,,,NO,,,,
50,0077,NO,,,NO,,,,
50,0078,NO,,,NO,,,,
50,0079,NO,,,NO,,,,
50,0080,NO,,,NO,,,,
50,0081,YES,1974,136,NO,,,,
50,0082,YES,1976,128,NO,,,,May 1-20 survey window
50,0083,NO,,,NO,,,,
50,0084,NO,,,NO,,,,
50,0085,NO,,,NO,,,,
50,0086,NO,,,NO,,,,
50,0087,NO,,,NO,,,,
50,0088,YES,1996,,NO,,,"Active from 1970-1995, but no mention of it being DC on route map.  It was in a reactivated CZ status when it got dropped from the route table.  It was supposed to be run in 1996 and obviously wasn't.  Replacement route never created-BR",Apr 25-May 15 survey window
50,0089,NO,,,NO,,,,
50,0090,YES,2004,140,NO,,,,
50,0091,NO,,,NO,,,,
50,0092,NO,,,NO,,,,
50,0093,NO,,,NO,,,,
50,0094,NO,,,NO,,,,
50,0095,NO,,,NO,,,,
50,0096,NO,,,NO,,,,
50,0097,NO,,,NO,,,,
50,0098,NO,,,NO,,,,
50,0099,NO,,,NO,,,,
50,0100,YES,2008,139,NO,,,,
50,0101,NO,,,NO,,,,
50,0102,NO,,,NO,,,,
50,0103,NO,,,NO,,,,
50,0104,NO,,,NO,,,,
50,0105,YES,1990,132,NO,,,,
50,0106,NO,,,NO,,,,
50,0107,NO,,,NO,,,"Dropped from the survey for many years, but never replaced.  Reactivated in 2019 and created NR records for years since 1972.",
50,0108,NO,,,NO,,,,
50,0109,NO,,,NO,,,,
50,0110,YES,1992,134,NO,,,,
50,0111,NO,,,NO,,,,
50,0112,NO,,,NO,,,,
50,0113,NO,,,NO,,,,
50,0114,NO,,,NO,,,,
50,0115,NO,,,NO,,,,
50,0116,NO,,,NO,,,,
50,0117,NO,,,NO,,,,
50,0118,NO,,,NO,,,,
50,0119,YES,1973,,NO,,,"Active from 1969-1972, but never replaced",
50,0120,NO,,,NO,,,,
50,0121,YES,2002,143,NO,,,"retroactive rte change in 2019, dating back to 2002",misunderstood start/stop 1 location
50,0122,NO,,,NO,,,,
50,0123,YES,,,NO,,,,
50,0124,NO,,,NO,,,,
50,0125,NO,,,NO,,,,
50,0126,NO,,,NO,,,,
50,0127,NO,,,NO,,,,
50,0128,YES,1983,129,NO,,,,May 1 - 20 survey window
50,0129,YES,2019,142,YES,1983,128,,"May 1 - 20 survey window, safety on road Rte 47"
50,0130,NO,,,YES,1984,057,,
50,0131,NO,,,YES,1989,010,,
50,0132,NO,,,YES,1990,105,,
50,0133,NO,,,YES,1974,046,,
50,0134,NO,,,YES,1992,110,,
50,0135,NO,,,YES,2001,039,,
50,0136,NO,,,YES,1974,081,,
50,0137,NO,,,YES,1973,056,,
50,0138,NO,,,YES,2013,061,,
50,0139,NO,,,YES,2008,100,,
50,0140,NO,,,YES,2004,090,,
50,0142,NO,,,YES,2019,129,,
50,0143,NO,,,YES,2002,121,,
50,0144,NO,,,YES,2021,052,,"Safety, suspicious activity on the road and known drug/illegal activity at the residences in that stretch of the route."
50,0145,NO,,,YES,2022,025,,unsafe stop locations
56,0001,NO,,,NO,,,,
56,0002,YES,,081,NO,,,,
56,0003,YES,1974,,NO,,,"This route was actively assigned in the system 1969-1973, but never run.  We have no route map in the binder for this route.  Looks like it was just dropped and never replaced. It is not even listed in the original route number list I based mine off of-BR",
56,0004,YES,2004,084,NO,,,,
56,0005,NO,,,NO,,,,
56,0006,NO,,,NO,,,,
56,0007,NO,,,NO,,,,
56,0008,NO,,,NO,,,,
56,0009,NO,,,NO,,,,
56,0010,NO,,,NO,,,,
56,0011,YES,,,NO,,,,
56,0012,NO,,,NO,,,,
56,0013,NO,,,NO,,,,
56,0014,YES,2006,087,NO,,,,
56,0015,NO,,,NO,,,,
56,0016,YES,1974,,NO,,,"This route was actively assigned in the system 1969-1973, but never run.  There is no indication of the discontinuation or what year on the route map or if it was replaced.  Looks like it was just dropped and never replaced as it was actively crossed off",
56,0017,NO,,,NO,,,,
56,0018,YES,2004,082,NO,,,,
56,0019,YES,,080,NO,,,,
56,0020,NO,,,NO,,,,
56,0021,NO,,,NO,,,,
56,0022,NO,,,NO,,,,
56,0023,NO,,,NO,,,,
56,0024,NO,,,NO,,,,
56,0025,NO,,,NO,,,,
56,0026,NO,,,NO,,,,
56,0027,YES,1974,,NO,,,"This route was actively assigned in the system 1969-1973, but never run.  We have no route map in the binder for this route.  Looks like it was just dropped and never replaced as it was actively crossed off the route number list-BR",
56,0028,NO,,,NO,,,,
56,0029,NO,,,NO,,,,
56,0030,NO,,,NO,,,,
56,0031,NO,,,NO,,,,
56,0032,NO,,,NO,,,,
56,0033,NO,,,NO,,,,
56,0034,NO,,,NO,,,,
56,0035,NO,,,NO,,,,
56,0036,NO,,,NO,,,,
56,0037,NO,,,NO,,,,
56,0038,NO,,,NO,,,,
56,0039,YES,,071,NO,,,,
56,0040,NO,,,NO,,,,
56,0041,NO,,,NO,,,,
56,0042,NO,,,NO,,,,
56,0043,NO,,,NO,,,,
56,0044,YES,1974,,NO,,,"This route was actively assigned in the system 1969-1973, but never run.  We have no route map in the binder for this route.  Looks like it was just dropped and never replaced. It is not even listed in the original route number list I based mine off of-BR",
56,0045,NO,,,NO,,,,
56,0046,YES,2018,089,NO,,,,
56,0047,YES,2005,083,NO,,,,
56,0048,NO,,,NO,,,,
56,0049,YES,1997,,NO,,,"This route was actively assigned in the system from 1969-1996, it was run 7 times during that time frame, otherwise it was either NR or CZ.  We do not have a route map for this route, nor do we have any indication as to why it became DC.  It does not appe",
56,0050,NO,,,NO,,,,
56,0051,NO,,,NO,,,,
56,0052,NO,,,NO,,,,
56,0053,NO,,,NO,,,,
56,0054,NO,,,NO,,,,
56,0055,NO,,,NO,,,,
56,0056,NO,,,NO,,,,
56,0057,NO,,,NO,,,,
56,0058,YES,2019,090,NO,,,,safety & stop 10 unaccessible due to flooding of road
56,0059,YES,2009,086,NO,,,,
56,0060,YES,2005,085,NO,,,,
56,0061,YES,1974,,NO,,,"This route was actively assigned in the system from 1969-1973, it was run in 1969 -1971.  There is no mention of it being DC on the route map or if anything replaced it, but it is no longer in our route table-BR",
56,0062,NO,,,NO,,,,
56,0063,YES,1974,,NO,,,This route was actively assigned in the system from 1970-1973 and run in 1970 and 1971.  We do not have a route map for this route.  Looks like it was just dropped and never replaced-BR,
56,0064,YES,1999,,NO,,,This route was actively assigned in the system from 1969-1998.  We do not have a route map for this route.  Looks like it was just dropped and never replaced-BR,
56,0065,NO,,,NO,,,,
56,0066,NO,,,NO,,,,
56,0067,NO,,,NO,,,,
56,0068,NO,,,NO,,,,
56,0069,NO,,,NO,,,,
56,0070,NO,,,NO,,,,
56,0071,NO,,,YES,,039,,
56,0080,NO,,,YES,,019,,
56,0081,NO,,,YES,1988,002,,"DC from 2018-2020 due to bridge outage, reactivated in 2021"
56,0082,NO,,,YES,2004,018,,
56,0083,NO,,,YES,2005,047,,
56,0084,NO,,,YES,2004,004,,
56,0085,NO,,,YES,2005,060,,
56,0086,NO,,,YES,2009,059,,
56,0087,NO,,,YES,2006,014,,
56,0088,YES,2021,081,YES,2018,081,active from 2018-2020 while bridge was out on 081.,active from 2018-2020 while bridge was out on 081.
56,0089,NO,,,YES,2018,046,,
56,0090,NO,,,YES,2019,058,,
56,0999,YES,1974,,NO,,,I went back to the survey form and discovered that the true route number for this was actually 002 in 1974.  I noticed that there was no 002 record in the master table for that year.  On the survey form the number 999 is crossed out and written in small bold letters 002,
58,0001,NO,,,NO,,,,
58,0002,NO,,,NO,,,,
58,0003,NO,,,NO,,,,
58,0004,NO,,,NO,,,,
58,0005,NO,,,NO,,,,
58,0006,NO,,,NO,,,,
58,0007,NO,,,NO,,,,
58,0008,YES,2021,019,NO,,,,dangerous conditions
58,0009,NO,,,NO,,,,
58,0010,NO,,,NO,,,,
58,0011,NO,,,NO,,,,
58,0012,NO,,,NO,,,,
58,0013,NO,,,NO,,,,
58,0014,NO,,,NO,,,,
58,0015,NO,,,NO,,,,
58,0016,NO,,,NO,,,,
58,0017,NO,,,NO,,,,
58,0018,NO,,,NO,,,,
58,0019,NO,,,YES,2021,008,,dangerous route
59,0001,NO,,,NO,,,,
59,0002,YES,2010,027,NO,,,,
59,0003,YES,1991,022,NO,,,,
59,0004,YES,1974,,NO,,,"This route was actively assigned in the system from 1968-1973.  The route map indicates that it was never run, which it wasn't, nor was it ever replaced-BR",
59,0005,NO,,,NO,,,,
59,0006,NO,,,NO,,,,
59,0007,NO,,,NO,,,,
59,0008,NO,,,NO,,,,
59,0009,YES,1989,020,NO,,,,
59,0010,YES,1972,,NO,,,This route was actively assigned in the system from 1968-1971.  We have a route map for this route and awhile ago I wrote DC on it.  There is no mention of a replacement for this route-BR,
59,0011,YES,,023,NO,,,,
59,0012,NO,,,NO,,,,
59,0013,NO,,,NO,,,,
59,0014,YES,1984,019,NO,,,,
59,0015,NO,,,NO,,,,
59,0016,YES,,021,NO,,,,
59,0017,YES,2007,026,NO,,,,
59,0018,NO,,,NO,,,,
59,0019,YES,1984,014,NO,,,,
59,0020,YES,1989,009,NO,,,,
59,0021,NO,,,YES,1990,016,,
59,0022,NO,,,YES,,003,,
59,0023,YES,2003,025,YES,1991,011,,
59,0025,NO,,,YES,2004,023,,
59,0026,NO,,,YES,2007,017,,
59,0027,NO,,,YES,2010,002,,
61,0001,NO,,,NO,,,,
61,0002,NO,,,NO,,,,
61,0003,NO,,,NO,,,,
61,0004,NO,,,NO,,,,
61,0005,NO,,,NO,,,,
61,0006,YES,1975,102,NO,,,,
61,0007,NO,,,NO,,,,
61,0008,NO,,,NO,,,,
61,0009,YES,1974,103,NO,1975,,This route was run from 1968-1974 and replaced by 103 in 1975 because the old observer could not complete the rte with the new obs in 1975.  It looks like the new observer did not know the exact starting location and started just north at the interesectio,
61,0010,YES,1974,104,NO,1975,,This route was run from 1968-1974 and replaced by 104 in 1975.,
61,0011,NO,,,NO,,,,
61,0012,NO,,,NO,,,,
61,0013,NO,,,NO,,,,
61,0014,NO,,,NO,,,,
61,0015,YES,1984,106,NO,,,,
61,0016,YES,1975,101,NO,,,,
61,0017,YES,2005,121,NO,,,,
61,0018,NO,,,NO,,,,
61,0019,NO,,,NO,,,,
61,0020,YES,1985,107,NO,,,,
61,0021,NO,,,NO,,,,
61,0022,NO,,,NO,,,,
61,0023,NO,,,NO,,,,
61,0024,NO,,,NO,,,,
61,0025,NO,,,NO,,,,
61,0026,YES,1992,113,NO,,,,
61,0027,NO,,,NO,,,,
61,0028,NO,,,NO,,,,
61,0029,NO,,,NO,,,,
61,0030,YES,2005,115,NO,,,,
61,0031,NO,,,NO,,,,
61,0032,NO,,,NO,,,,
61,0033,NO,,,NO,,,,
61,0034,YES,2007,118,NO,,,,
61,0035,NO,,,NO,,,,
61,0036,NO,,,NO,,,,
61,0037,NO,,,NO,,,,
61,0038,NO,,,NO,,,,
61,0039,NO,,,NO,,,,
61,0040,NO,,,NO,,,,
61,0041,NO,,,NO,,,,
61,0042,YES,1996,114,NO,,,,
61,0043,NO,,,NO,,,,
61,0044,NO,,,NO,,,,
61,0045,NO,,,NO,,,,
61,0046,NO,,,NO,,,,
61,0047,NO,,,NO,,,,
61,0048,NO,,,NO,,,,
61,0049,NO,,,NO,,,,
61,0050,NO,,,NO,,,,
61,0051,NO,,,NO,,,,
61,0052,NO,,,NO,,,,
61,0053,NO,,,NO,,,,
61,0054,YES,1989,110,NO,,,,
61,0055,NO,,,NO,,,,
61,0056,NO,,,NO,,,,
61,0057,NO,,,NO,,,,
61,0058,NO,,,NO,,,,
61,0059,NO,,,NO,,,,
61,0060,YES,1982,105,NO,,,,
61,0061,NO,,,NO,,,,
61,0062,NO,,,NO,,,,
61,0063,NO,,,NO,,,,
61,0064,YES,1989,111,NO,,,,
61,0065,NO,,,NO,,,,
61,0066,NO,,,NO,,,,
61,0067,NO,,,NO,,,,
61,0068,NO,,,NO,,,,
61,0069,NO,,,NO,,,,
61,0070,NO,,,NO,,,,
61,0071,NO,,,NO,,,,
61,0072,NO,,,NO,,,,
61,0073,NO,,,NO,,,,
61,0074,NO,,,NO,,,,
61,0075,YES,2018,125,NO,,,,
61,0076,NO,,,NO,,,,
61,0077,YES,2006,116,NO,,,,
61,0078,YES,2008,119,NO,,,,
61,0079,YES,1985,117,NO,,,,
61,0080,NO,,,NO,,,,
61,0081,NO,,,NO,,,,
61,0082,NO,,,NO,,,,
61,0083,NO,,,NO,,,,
61,0084,NO,,,NO,,,,
61,0085,NO,,,NO,,,,
61,0086,YES,1991,112,NO,,,,
61,0087,NO,,,NO,,,,
61,0088,NO,,,NO,,,,
61,0089,YES,2017,124,NO,,,,
61,0090,YES,2013,122,NO,,,,
61,0091,NO,,,NO,,,,
61,0092,NO,,,NO,,,,
61,0093,NO,,,NO,,,,
61,0094,NO,,,NO,,,,
61,0095,NO,,,NO,,,,
61,0096,NO,,,NO,,,,
61,0097,NO,,,NO,,,,
61,0098,YES,2010,120,NO,,,,
61,0099,NO,,,NO,,,,
61,0100,NO,,,NO,,,,
61,0101,NO,,,YES,,016,,
61,0102,NO,,,YES,1975,006,,
61,0103,NO,,,YES,1975,009,,
61,0104,NO,,,YES,1975,010,,
61,0105,NO,,,YES,1982,060,,
61,0106,NO,,,YES,1984,015,,
61,0107,NO,,,YES,1985,020,,
61,0110,NO,,,YES,,054,,
61,0111,NO,,,YES,,064,,
61,0112,NO,,,YES,1991,086,,
61,0113,NO,,,YES,1992,026,,
61,0114,YES,2020,126,YES,1996,042,,traffic hazard
61,0115,NO,,,YES,2005,030,,
61,0116,NO,,,YES,2006,077,,
61,0117,NO,,,YES,1985,079,,
61,0118,NO,,,YES,2007,034,,
61,0119,NO,,,YES,2008,078,,
61,0120,YES,2017,123,YES,2010,098,,
61,0121,NO,,,YES,2005,017,,
61,0122,NO,,,YES,2013,090,,
61,0123,NO,,,YES,2017,120,,
61,0124,NO,,,YES,2017,089,,
61,0125,NO,,,YES,2018,075,,
61,0126,NO,,,YES,2020,114,,
65,0001,NO,,,NO,,,,
65,0002,NO,,,NO,,,,
65,0003,NO,,,NO,,,,
65,0004,NO,,,NO,,,,
65,0005,YES,1993,060,NO,,,,
65,0006,NO,,,NO,,,,
65,0007,NO,,,NO,,,,
65,0008,NO,,,NO,,,,
65,0009,YES,1971,,NO,,,This route was actively assigned in the system from 1968-1970.  There was no route map or mention of a replacement for this route. Survey window May 1-20-BR,
65,0010,NO,,,NO,,,,
65,0011,NO,,,NO,,,,
65,0012,NO,,,NO,,,,
65,0013,YES,1991,057,NO,,,,
65,0014,NO,,,NO,,,,
65,0015,NO,,,NO,,,,
65,0016,NO,,,NO,,,,
65,0017,NO,,,NO,,,,
65,0018,YES,1991,058,NO,,,,
65,0019,NO,,,NO,,,,
65,0020,NO,,,NO,,,,
65,0021,NO,,,NO,,,,
65,0022,YES,2000,069,NO,,,,
65,0023,NO,,,NO,,,,
65,0024,NO,,,NO,,,,
65,0025,NO,,,NO,,,,
65,0026,NO,,,NO,,,,
65,0027,NO,,,NO,,,,
65,0028,NO,,,NO,,,,
65,0029,NO,,,NO,,,,
65,0030,NO,,,NO,,,,
65,0031,YES,2007,070,NO,,,,
65,0032,NO,,,NO,,,,
65,0033,YES,1998,062,NO,,,"062 was first run in 1995.  033 was last run in 1992, although it still had NR records through 1998.",
65,0034,NO,,,NO,,,,
65,0035,NO,,,NO,,,,
65,0036,NO,,,NO,,,,
65,0037,NO,,,NO,,,,
65,0038,NO,,,NO,,,,
65,0039,NO,,,NO,,,,
65,0040,YES,2004,066,NO,,,Survey window was April 25-May 15,
65,0041,YES,1991,059,NO,,,Survey window was April 25-May 15,
65,0042,NO,,,NO,,,,
65,0043,NO,,,NO,,,,
65,0044,YES,2001,064,NO,,,Survey window was April 25-May 15,
65,0045,YES,1972,,NO,,,"This route was in the system from 1968-1971 and run in 1968-69, 1971, but we don't have a route map for it.  There is no mention of a replacement.  Survey window was Apr 25 to May 15-BR",
65,0046,NO,,,NO,,,,
65,0047,YES,1997,063,NO,,,Survey window was April 25-May 15,
65,0048,YES,2019,071,NO,,,,safety
65,0049,YES,1991,056,NO,,,,
65,0050,YES,1997,061,NO,,,,
65,0051,YES,2004,068,NO,,,,
65,0052,NO,,,NO,,,,
65,0053,NO,,,NO,,,,
65,0054,YES,2002,065,NO,,,,
65,0055,NO,,,NO,,,,
65,0056,NO,,,YES,1991,049,,
65,0057,NO,,,YES,1991,013,,
65,0058,NO,,,YES,1991,018,,
65,0059,YES,2020,072,YES,1991,041,This route was run from 1991-2019.  It replaced 041 in 1991 and had to replaced because a bridge was out after stop 1 and it was not going to be replaced.,bridge out
65,0060,NO,,,YES,1993,005,,
65,0061,NO,,,YES,1997,050,"This route was first run in 1993 and replaced 050, however 050 was still run up through 1997.",
65,0062,NO,,,YES,1995,033,,
65,0063,YES,2004,067,YES,1997,047,,
65,0064,NO,,,YES,2001,044,,
65,0065,NO,,,YES,2002,054,,
65,0066,YES,2020,,YES,2004,040,No replacement for this route at this time,"safety issue, poor shoulders and high volume of traffic"
65,0067,NO,,,YES,2004,063,,
65,0068,NO,,,YES,2004,051,,
65,0069,NO,,,YES,2000,022,,
65,0070,NO,,,YES,2007,031,,
65,0071,NO,,,YES,2019,048,,
65,0072,NO,,,YES,2020,059,,
66,0001,NO,,,NO,,,,
66,0002,YES,1989,086,NO,,,,
66,0003,NO,,,NO,,,"It looks like there is a history of change on this rte, but years are not mentioned-BR",
66,0004,NO,,,NO,,,,
66,0005,NO,,,NO,,,,
66,0006,NO,,,NO,,,,
66,0007,NO,,,NO,,,,
66,0008,NO,,,NO,,,,
66,0009,NO,,,NO,,,,
66,0010,YES,2013,100,NO,,,,
66,0011,NO,,,NO,,,,
66,0012,NO,,,NO,,,"On an old map there is a crossed out route path with the new rte path shown, but there is no mention of when this might have occurred-BR",
66,0013,NO,,,NO,,,,
66,0014,NO,,,NO,,,,
66,0015,NO,,,NO,,,,
66,0016,NO,,,NO,,,,
66,0017,NO,,,NO,,,,
66,0018,NO,,,NO,,,,
66,0019,NO,,,NO,,,,
66,0020,NO,,,NO,,,,
66,0021,NO,,,NO,,,,
66,0022,NO,,,NO,,,,
66,0023,NO,,,NO,,,,
66,0024,NO,,,NO,,,,
66,0025,NO,,,NO,,,,
66,0026,NO,,,NO,,,,
66,0027,NO,,,NO,,,,
66,0028,NO,,,NO,,,,
66,0029,NO,,,NO,,,,
66,0030,NO,,,NO,,,"route map & path change notation 4/1977, however, it looks like they never updated the rte #, no indication as to why-BR",
66,0031,NO,,,NO,,,,
66,0032,NO,,,NO,,,,
66,0033,NO,,,NO,,,,
66,0034,NO,,,NO,,,,
66,0035,NO,,,NO,,,,
66,0036,NO,,,NO,,,,
66,0037,NO,,,NO,,,,
66,0038,NO,,,NO,,,,
66,0039,NO,,,NO,,,,
66,0040,NO,,,NO,,,,
66,0041,NO,,,NO,,,,
66,0042,NO,,,NO,,,,
66,0043,NO,,,NO,,,,
66,0044,YES,2007,091,NO,,,,
66,0045,NO,,,NO,,,,
66,0046,NO,,,NO,,,,
66,0047,NO,,,NO,,,,
66,0048,NO,,,NO,,,,
66,0049,NO,,,NO,,,,
66,0050,NO,,,NO,,,,
66,0051,YES,1999,,NO,,,"DC in 1999, no mention of a replacement rte on map.  Rte was last run in 1989, CZ from 1990-1994, reactivated in 1995, but never ran so stayed active in system through 1998.  In 1989 obs indicated this rte was within the city limits of Columbus and sugges",
66,0052,YES,2010,092,NO,,,,
66,0053,NO,,,NO,,,,
66,0054,NO,,,NO,,,,
66,0055,NO,,,NO,,,,
66,0056,NO,,,NO,,,,
66,0057,NO,,,NO,,,,
66,0058,NO,,,NO,,,,
66,0059,NO,,,NO,,,,
66,0060,NO,,,NO,,,,
66,0061,NO,,,NO,,,"There is a crossed out rte path on one of the older maps that says not proper rte, no other info provided to suggest rte change or what year-BR",
66,0062,NO,,,NO,,,,
66,0063,NO,,,NO,,,,
66,0064,YES,2003,090,NO,,,,
66,0065,YES,,088,NO,,,,
66,0066,NO,,,NO,,,,
66,0067,NO,,,NO,,,"There is a crossed out section of a rte path on an old map, but there is no solid evidence of a rte change or when this occurred or did occur-BR",
66,0068,NO,,,NO,,,,
66,0069,NO,,,NO,,,,
66,0070,NO,,,NO,,,,
66,0071,NO,,,NO,,,,
66,0072,NO,,,NO,,,"There is an old rte map that says wrong route on it, but no mention of why this is here or when something might have changed-BR",
66,0073,YES,1999,089,NO,,,,
66,0074,YES,1982,,NO,,,"DC in 1982, a notation on the 1981 survey form by Steve Miller indicates that the rte is in suburban Cincinnati along a major rte.  The old rte became a 4 lane hwy.  It also passes by an international airport which makes hearing a woodcock impossible.  Lo",
66,0075,NO,,,NO,,,,
66,0076,NO,,,NO,,,,
66,0077,NO,,,NO,,,,
66,0078,NO,,,NO,,,,
66,0079,NO,,,NO,,,,
